"STATION","DATE","ARH","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00013967","2023-08-25",,"   38",,,,"    0","    0","    0","  319","  394","  233",,"  120","  190","   67","   98",,,,,
"USW00013967","2023-08-26",,"   39",,,,"    0","    0","    0","  316","  372","  239",,"   30","   40","   89","  112",,,,"    1",
"USW00013967","2023-08-27",,"   51",,," 0250","    0","    0","    0","  288","  328","  239",,"   30","   20","   76","  103",,,,,
"USW00013967","2023-08-28",,,,,,,,,"  253",,,,,,,,,,,,
"USW00013968","2023-01-01",,"   26",,,,"    0","    0","    0","  124","  222","   44",,"  180","  170","   72","   98","    1",,,,
"USW00013968","2023-01-02",,"   41",,,,"   10","    0","    0","  157","  217","   83",,"  170","  160","   94","  116","    1",,"    1","    1",
"USW00013968","2023-01-03",,"   48",,,,"    0","    0","    0","  124","  133","   11",,"  260","  260","   89","  130","    1",,,,
"USW00013968","2023-01-04",,"   35",,,,"    0","    0","    0","   45","  111","  -10",,"  240","  260","   67","   98",,,,,
"USW00013968","2023-01-05",,"   42",,,,"    0","    0","    0","   58","  122","   -5",,"  300","  300","   89","  116",,,,,
"USW00013968","2023-01-06",,"   31",,,,"    0","    0","    0","   53","  139","  -27",,"  160","  150","   89","  130",,,,,
"USW00013968","2023-01-07",,"   40",,,,"    0","    0","    0","   88","  144","  -16",,"  350","  330","   76","  134",,,,,
"USW00013968","2023-01-08",,"   17",,,,"    0","    0","    0","   26","  133","  -43",,"  160","  170","   40","   58",,,,,
"USW00013968","2023-01-09",,"   42",,,,"    0","    0","    0","   77","  189","  -10",,"  160","  180","  107","  148",,,,,
"USW00013968","2023-01-10",,"   23",,,,"    0","    0","    0","   92","  200","  -16",,"  180","  140","   72","  112",,,,,
"USW00013968","2023-01-11",,"   19",,,,"    0","    0","    0","   99","  206","    6",,"  240","  250","   94","  139",,,,,
"USW00013968","2023-01-12",,"   72",,,,"    0","    0","    0","   77","  106","  -27",,"  330","  330","  139","  188","    1",,,,
"USW00013968","2023-01-13",,"   21",,,,"    0","    0","    0","  -19","   33","  -66",,"  350","  350","   58","   72","    1",,,,
"USW00013968","2023-01-14",,"   48",,,,"    0","    0","    0","   15","  122","  -60",,"  170","  140","   94","  125",,,,,
"USW00013968","2023-01-15",,"   81",,,,"    0","    0","    0","   93","  161","   50",,"  170","  180","  139","  188",,,,,
"USW00013968","2023-01-16",,"   55",,,,"    0","    0","    0","  167","  200","   61",,"  180","  180","  125","  179",,,,,
"USW00013968","2023-01-17",,"   15",,,,"    0","    0","    0","   91","  189","    0",,"  280","  290","   58","   67",,,,,
"USW00013968","2023-01-18",,"   42",,,,"  216","    0","    0","  131","  183","   44",,"  280","  310","   98","  143","    1",,"    1",,
"USW00013968","2023-01-19",,"   55",,,,"    0","    0","    0","   61","   94","  -16",,"  260","  260","  139","  174",,,,,
"USW00013968","2023-01-20",,"   14",,,,"    0","    0","    0","   31","  122","  -38",,"   50","   30","   36","   49",,,,,
"USW00013968","2023-01-21",,"   22",,,,"   10","    0","    0","   51","   72","   22",,"  310","  320","   94","  125",,,,,
"USW00013968","2023-01-22",,"   38",,,,"    0","    0","    0","   42","   44","  -27",,"  310","  320","   67","   94",,,,,
"USW00013968","2023-01-23",,"    9",,,,"    0","    0","    0","   12","   94","  -60",,"  240","  240","   40","   54","    1",,,,
"USW00013968","2023-01-24",,"   25",,,,"   66","    3","    0","   20","   44","  -21",,"  360","   40","   63","   81","    1",,,,
"USW00013968","2023-01-25",,"   50",,,,"    8","    0","    0","   24","   67","  -27",,"  330","  320","   94","  121","    1",,,,
"USW00013968","2023-01-26",,"   26",,,,"    0","    0","    0","    7","   94","  -55",,"  310","  310","   63","   89",,,,,
"USW00013968","2023-01-27",,"   49",,,,"    0","    0","    0","   71","  150","   33",,"  240","  220","   89","  121",,,,,
"USW00013968","2023-01-28",,"   72",,,,"    0","    0","    0","  100","  161","   56",,"  190","  200","  116","  165",,,,"    1",
"USW00013968","2023-01-29",,"   68",,,,"    0","    0","    0","    7","   56","  -55",,"  340","  350","  103","  134","    1",,,,
"USW00013968","2023-01-30",,"   60",,,,"   20","   10","    0","  -59","  -43","  -71",,"  350","  330","   94","  121","    1",,"    1",,
"USW00013968","2023-01-31",,"   35",,,,"    8","    0","    0","  -52","  -38","  -77",,"  350","  360","   72","  107",,,"    1",,
"USW00013968","2023-02-01",,"   11",,,,"    0","    0","    0","  -49","    0","  -88",,"  170","  330","   36","   40",,,,,
"USW00013968","2023-02-02",,"   14",,,,"    0","    0","    0","    4","   78","  -49",,"  360","  360","   45","   72",,,,,
"USW00013968","2023-02-03",,"   39",,,,"    0","    0","    0","   -1","   72","  -66",,"  170","  350","   67","   89",,,,,
"USW00013968","2023-02-04",,"   68",,,,"    0","    0","    0","   61","  144","   17",,"  180","  180","  134","  174",,,,,
"USW00013968","2023-02-05",,"   17",,,,"    0","    0","    0","   91","  178","    0",,"  110","  200","   45","   76","    1",,,,
"USW00013968","2023-02-06",,"   69",,,,"    0","    0","    0","  121","  189","   67",,"  170","  160","  143","  197",,,,,
"USW00013968","2023-02-07",,"   34",,,,"  277","    0","    0","   95","  111","   50",,"  340","  330","   94","  121","    1",,,,
"USW00013968","2023-02-08",,"   48",,,,"  246","    0","    0","   61","   72","   33",,"  260","  270","  112","  143","    1",,,,
"USW00013968","2023-02-09",,"   36",,,,"    3","    0","    0","   59","  133","   11",,"  280","  270","  107","  157","    1",,,,
"USW00013968","2023-02-10",,"   44",,,,"    0","    0","    0","   44","   56","  -27",,"  350","  350","   94","  130",,,,,
"USW00013968","2023-02-11",,"   11",,,,"    0","    0","    0","   16","  122","  -49",,"  330","  350","   31","   45",,,,,
"USW00013968","2023-02-12",,"   44",,,,"    0","    0","    0","   71","  194","  -16",,"  170","  190","  103","  139",,,,,
"USW00013968","2023-02-13",,"   34",,,,"    0","    0","    0","   98","  172","    0",,"  140","  150","   63","   94",,,,,
"USW00013968","2023-02-14",,"   72",,,,"  150","    0","    0","  131","  194","   89",,"  190","  190","  161","  237","    1",,"    1",,
"USW00013968","2023-02-15",,"   48",,,,"   64","    0","    0","  113","  178","   39",,"  330","  330","  107","  134","    1",,"    1",,
"USW00013968","2023-02-16",,"   69",,,,"    0","    0","    0","   31","   39","  -10",,"  290","  280","  116","  152",,,,,
"USW00013968","2023-02-17",,"   29",,,,"    0","    0","    0","    6","   94","  -60",,"  340","  330","   72","   89",,,,,
"USW00013968","2023-02-18",,"   62",,,,"    0","    0","    0","   49","  111","   -5",,"  170","  180","  116","  161",,,,,
"USW00013968","2023-02-19",,"   47",,,,"    0","    0","    0","   97","  206","   50",,"  170","  170","   98","  134",,,,,
"USW00013968","2023-02-20",,"   16",,,,"    0","    0","    0","  124","  189","   50",,"  350","  350","   40","   49",,,,,
"USW00013968","2023-02-21",,"   34",,,,"    0","    0","    0","  109","  206","   28",,"  170","  170","  112","  161",,,,,
"USW00013968","2023-02-22",,"   67",,,,"   61","    0","    0","  186","  233","   39",,"  190","  170","  130","  197","    1",,,,
"USW00013968","2023-02-23",,"   58",,,,"    0","    0","    0","   33","   44","  -38",,"  310","  320","  107","  139",,,,,
"USW00013968","2023-02-24",,"   46",,,,"    0","    0","    0","   -2","   33","  -32",,"   20","   10","   76","  112",,,,,
"USW00013968","2023-02-25",,"   22",,,,"    0","    0","    0","   29","   83","    6",,"  180","  330","   54","   67",,,"    1",,
"USW00013968","2023-02-26",,"   52",,,,"   43","    0","    0","   88","  178","   67",,"  190","  170","  148","  219","    1",,"    1",,
"USW00013968","2023-02-27",,"   60",,,,"    0","    0","    0","  166","  233","  100",,"  200","  190","  130","  192",,,,"    1",
"USW00013968","2023-02-28",,"   41",,,,"    0","    0","    0","  147","  256","   39",,"  240","  230","  107","  152",,,,,
"USW00013968","2023-03-01",,"   42",,,,"    0","    0","    0","  158","  183","   50",,"  360","  200","   76","  112",,,,,
"USW00013968","2023-03-02",,"   47",,,,"  107","    0","    0","   96","  139","   44",,"   90","   90","  107","  174","    1",,"    1",,
"USW00013968","2023-03-03",,"   47",,,,"   53","    0","    0","   83","  150","   22",,"  360","  350","   94","  121","    1",,,,
"USW00013968","2023-03-04",,"   28",,,,"    0","    0","    0","   99","  189","   28",,"   80","  120","   58","   98",,,,,
"USW00013968","2023-03-05",,"   76",,,,"    0","    0","    0","  150","  250","   72",,"  190","  200","  139","  192",,,,,
"USW00013968","2023-03-06",,"   50",,,,"    0","    0","    0","  196","  233","  133",,"  190","  190","  103","  148",,,,,
"USW00013968","2023-03-07",,"   47",,,,"   91","    0","    0","  127","  172","   72",,"  330","   10","   89","  121","    1",,"    1",,
"USW00013968","2023-03-08",,"   27",,,,"   10","    0","    0","   92","  106","   78",,"  320","  310","   45","   63","    1",,,,
"USW00013968","2023-03-09",,"   33",,,,"   43","    0","    0","  103","  128","   50",,"  350","  350","   76","  103","    1","    1","    1",,
"USW00013968","2023-03-10",,"   28",,,,"    0","    0","    0","   68","  117","    6",,"  360","   10","   72","   94",,,,,
"USW00013968","2023-03-11",,"   57",,,,"    0","    0","    0","  104","  161","   61",,"  140","  150","  107","  148",,,,,
"USW00013968","2023-03-12",,"   49",,,,"    0","    0","    0","   83","  111","   33",,"  350","  360","   94","  121",,,,,
"USW00013968","2023-03-13",,"   38",,,,"    0","    0","    0","   38","   94","  -16",,"  360","  320","   72","   94",,,,,
"USW00013968","2023-03-14",,"   32",,,,"    0","    0","    0","   54","  128","    6",,"  140","  130","   67","   89",,,,,
"USW00013968","2023-03-15",,"   72",,,,"    0","    0","    0","   94","  167","   28",,"  170","  170","  134","  179",,,,,
"USW00013968","2023-03-16",,"   89",,,,"   84","    0","    0","  142","  183","   28",,"  170","  180","  139","  188","    1",,"    1",,
"USW00013968","2023-03-17",,"   47",,,,"    0","    0","    0","   42","  111","  -10",,"  340","  330","  112","  148",,,,,
"USW00013968","2023-03-18",,"   62",,,,"    0","    0","    0","   32","   78","  -27",,"  330","  310","  116","  174",,,,,
"USW00013968","2023-03-19",,"   26",,,,"    0","    0","    0","    2","   83","  -66",,"  150","  150","   58","   81",,,,,
"USW00013968","2023-03-20",,"   81",,,,"    0","    0","    0","   66","  156","   11",,"  180","  220","  143","  188",,,,,
"USW00013968","2023-03-21",,"   61",,,,"   94","    0","    0","   93","  144","   67",,"  170","  150","  107","  157","    1",,,,
"USW00013968","2023-03-22",,"   78",,,,"    0","    0","    0","  186","  261","  144",,"  180","  190","  116","  165",,,,,
"USW00013968","2023-03-23",,"   60",,,,"  297","    0","    0","  202","  228","   78",,"  190","  210","  134","  179","    1",,"    1",,
"USW00013968","2023-03-24",,"   42",,,,"   64","    0","    0","   84","  100","   61",,"   40","  360","   76","  130","    1",,,,
"USW00013968","2023-03-25",,"   25",,,,"    0","    0","    0","   91","  178","   22",,"  310","  290","  103","  148","    1","    1",,,
"USW00013968","2023-03-26",,"   46",,,,"    0","    0","    0","  102","  156","   28",,"  360","  350","   94","  125",,,,,
"USW00013968","2023-03-27",,"   35",,,,"    0","    0","    0","   73","  161","   -5",,"   40","   10","   63","   81",,,,,
"USW00013968","2023-03-28",,"   37",,,,"    0","    0","    0","   84","  133","   11",,"  350","  350","   94","  121",,,,,
"USW00013968","2023-03-29",,"   39",,,,"    0","    0","    0","  101","  211","    6",,"  150","  160","   89","  116","    1",,,"    1",
"USW00013968","2023-03-30",,"   69",,,,"   99","    0","    0","  164","  206","  128",,"  160","  160","  112","  161","    1",,"    1",,
"USW00013968","2023-03-31",,"   89",,,,"    0","    0","    0","  208","  267","  161",,"  240","  240","  215","  286",,,,,
"USW00013968","2023-04-01",,"   41",,,,"    0","    0","    0","  144","  189","   56",,"  320","  310","  130","  174",,,,"    1",
"USW00013968","2023-04-02",,"   69",,,,"    0","    0","    0","  157","  272","   67",,"  170","  200","  130","  174",,,,,
"USW00013968","2023-04-03",,"   70",,,,"    0","    0","    0","  211","  317","  144",,"  190","  160","  116","  161",,,,,
"USW00013968","2023-04-04",,"   99",,,,"    0","    0","    0","  248","  267","  217",,"  180","  170","  157","  206",,,,,
"USW00013968","2023-04-05",,"   53",,,,"   15","    0","    0","  150","  244","   39",,"  310","  270","  134","  183","    1",,"    1",,
"USW00013968","2023-04-06",,"   37",,,,"    0","    0","    0","   97","  167","   22",,"   40","   70","   72","  107",,,,,
"USW00013968","2023-04-07",,"   26",,,,"    0","    0","    0","  109","  211","    6",,"  120","  110","   67","   85",,,,,
"USW00013968","2023-04-08",,"    7",,,,"    0","    0","    0","  137","  222","   33",,"  110","   40","   40","   63",,,,,
"USW00013968","2023-04-09",,"   29",,,,"    0","    0","    0","  153","  239","   39",,"  140","  160","   89","  116",,,,,
"USW00013968","2023-04-10",,"   37",,,,"    0","    0","    0","  176","  250","  117",,"  140","  120","   76","  103",,,"    1",,
"USW00013968","2023-04-11",,"   38",,,,"    0","    0","    0","  188","  256","  106",,"  180","  180","   89","  143",,,,,
"USW00013968","2023-04-12",,"   47",,,,"    0","    0","    0","  194","  267","  111",,"  170","  190","   98","  130",,,,,
"USW00013968","2023-04-13",,"   45",,,,"    0","    0","    0","  198","  267","  128",,"  180","  170","   81","  116",,,,,
"USW00013968","2023-04-14",,"   73",,,,"    0","    0","    0","  213","  289","  150",,"  170","  180","  130","  174",,,,,
"USW00013968","2023-04-15",,"   70",,,,"    0","    0","    0","  206","  239","   72",,"  320","  310","  130","  170",,,,,
"USW00013968","2023-04-16",,"   52",,,,"    0","    0","    0","  119","  200","   56",,"  290","  340","  125","  192",,,,,
"USW00013968","2023-04-17",,"   43",,,,"    0","    0","    0","  145","  272","   17",,"  170","  170","  107","  139",,,,,
"USW00013968","2023-04-18",,"   76",,,,"    0","    0","    0","  211","  289","  117",,"  180","  170","  161","  215",,,,,
"USW00013968","2023-04-19",,"  101",,,,"    0","    0","    0","  219","  267","  183",,"  170","  180","  170","  255",,,,,
"USW00013968","2023-04-20",,"   69",,,,"    0","    0","    0","  224","  261","  111",,"  170","  170","  161","  233",,,,,
"USW00013968","2023-04-21",,"   26",,,,"    0","    0","    0","  150","  222","   61",,"  290","  310","   67","  103",,,,,
"USW00013968","2023-04-22",,"   41",,,,"    0","    0","    0","  116","  139","   67",,"  340","   10","   98","  130",,,,,
"USW00013968","2023-04-23",,"   20",,,,"    0","    0","    0","  106","  178","   17",,"   20","   10","   58","   85",,,,,
"USW00013968","2023-04-24",,"   43",,,,"    3","    0","    0","  127","  206","   50",,"  140","  130","   94","  134",,,,,
"USW00013968","2023-04-25",,"   38",,,,"   99","    0","    0","  118","  128","   94",,"  110","  120","   76","   94","    1",,,,
"USW00013968","2023-04-26",,"   30",,,,"  132","    0","    0","  111","  133","  100",,"   90","  110","   89","  130","    1",,"    1",,
"USW00013968","2023-04-27",,"   23",,,,"  414","    0","    0","  122","  156","  106",,"  280","  290","   58","   67","    1",,"    1",,
"USW00013968","2023-04-28",,"   31",,,,"   15","    0","    0","  141","  178","   94",,"  330","  350","   76","   98","    1",,,,
"USW00013968","2023-04-29",,"   51",,,,"    0","    0","    0","  141","  217","  100",,"  350","  350","  107","  152",,,,,
"USW00013968","2023-04-30",,"   45",,,,"    0","    0","    0","  155","  211","   67",,"  350","  330","  125","  161",,,,,
"USW00013968","2023-05-01",,"   30",,,,"    0","    0","    0","  133","  217","   44",,"  310","  350","   89","  134",,,,,
"USW00013968","2023-05-02",,"   24",,,,"    0","    0","    0","  153","  239","   67",,"  310","  320","   76","  107",,,,,
"USW00013968","2023-05-03",,"   14",,,,"    0","    0","    0","  158","  256","   44",,"  190","  200","   40","   54",,,,,
"USW00013968","2023-05-04",,"   25",,,,"  112","    0","    0","  157","  172","  128",,"  140","  140","   89","  116","    1",,"    1",,
"USW00013968","2023-05-05",,"   43",,,,"    0","    0","    0","  169","  261","  122",,"  140","  160","   89","  116",,,,,
"USW00013968","2023-05-06",,"   65",,,,"    0","    0","    0","  246","  322","  200",,"  180","  200","  116","  174","    1",,,,
"USW00013968","2023-05-07",,"   68",,,,"    0","    0","    0","  262","  300","  206",,"  170","  180","  103","  143",,,,,
"USW00013968","2023-05-08",,"   44",,,,"    0","    0","    0","  256","  317","  189",,"  170","  170","   94","  121",,,,,
"USW00013968","2023-05-09",,"   48",,,,"    0","    0","    0","  261","  311","  189",,"  350","  340","  170","  264","    1",,"    1","    1",
"USW00013968","2023-05-10",,"   29",,,,"   33","    0","    0","  226","  294","  167",,"  110","  100","  112","  143","    1",,"    1",,
"USW00013968","2023-05-11",,"   40",,,,"    3","    0","    0","  219","  267","  189",,"  160","  140","   76","  125",,,,,
"USW00013968","2023-05-12",,"   60",,,,"    0","    0","    0","  248","  294","  217",,"  160","  160","   76","  125",,,"    1",,
"USW00013968","2023-05-13",,"   27",,,,"  262","    0","    0","  233","  294","  172",,"  310","  310","  157","  197","    1",,"    1",,
"USW00013968","2023-05-14",,"   20",,,,"   10","    0","    0","  228","  278","  189",,"   80","  190","   40","   67",,,"    1",,
"USW00013968","2023-05-15",,"   36",,,,"   15","    0","    0","  231","  272","  172",,"  310","  300","   94","  116","    1",,"    1",,
"USW00013968","2023-05-16",,"   34",,,,"    0","    0","    0","  186","  211","  156",,"  310","  320","   63","   89","    1",,,,
"USW00013968","2023-05-17",,"   14",,,,"    0","    0","    0","  193","  228","  156",,"   50","  360","   36","   49",,,,,
"USW00013968","2023-05-18",,"   14",,,,"    0","    0","    0","  199","  278","  133",,"  160","  190","   40","   58","    1",,,,
"USW00013968","2023-05-19",,"   36",,,,"  330","    0","    0","  202","  206","  122",,"  360","   10","  107","  157","    1",,"    1",,
"USW00013968","2023-05-20",,"   26",,,,"    0","    0","    0","  154","  228","  100",,"  360","  350","   72","   94","    1",,,,
"USW00013968","2023-05-21",,"   20",,,,"    0","    0","    0","  176","  256","  100",,"  130","  130","   45","   63",,,,,
"USW00013968","2023-05-22",,"   16",,,,"    0","    0","    0","  197","  261","  122",,"  110","  100","   58","   89",,,,,
"USW00013968","2023-05-23",,"   19",,,,"    0","    0","    0","  215","  272","  161",,"  110","  110","   58","   76","    1",,,"    1",
"USW00013968","2023-05-24",,"   22",,,,"    3","    0","    0","  213","  244","  172",,"  110","  130","   72","   94","    1",,,,
"USW00013968","2023-05-25",,"   14",,,,"    0","    0","    0","  216","  289","  150",,"  120","  120","   81","  107","    1","    1","    1",,
"USW00013968","2023-05-26",,"   22",,,,"    0","    0","    0","  222","  300","  150",,"   50","   10","   58","   81","    1",,,,
"USW00013968","2023-05-27",,"   24",,,,"    0","    0","    0","  227","  289","  161",,"  120","  100","   58","   76",,,,"    1",
"USW00013968","2023-05-28",,"   26",,,,"    0","    0","    0","  223","  289","  156",,"  130","  140","   58","   76",,,,,
"USW00013968","2023-05-29",,"   23",,,,"   18","    0","    0","  236","  294","  167",,"  180","  170","   76","  103",,,"    1",,
"USW00013968","2023-05-30",,"   27",,,,"    0","    0","    0","  241","  306","  178",,"  160","  160","   63","   85",,,,,
"USW00013968","2023-05-31",,"   36",,,,"    0","    0","    0","  262","  317","  211",,"  140","  140","   76","  112",,,,,
"USW00013968","2023-06-01",,"   33",,,,"    0","    0","    0","  259","  311","  183",,"  160","  170","   72","  107",,,,,
"USW00013968","2023-06-02",,"   31",,,,"    0","    0","    0","  263","  317","  194",,"  350","  340","   76","   98",,,,,
"USW00013968","2023-06-03",,"   24",,,,"  475","    0","    0","  241","  289","  189",,"  190","  200","  107","  139","    1",,"    1",,
"USW00013968","2023-06-04",,"   19",,,,"    0","    0","    0","  229","  311","  189",,"   10","   30","   54","   72",,,,,
"USW00013968","2023-06-05",,"   16",,,,"    0","    0","    0","  254","  328","  178",,"  170","  170","   58","   85",,,,,
"USW00013968","2023-06-06",,"   15",,,,"    0","    0","    0","  258","  322","  183",,"  190","  200","   72","  112","    1",,"    1",,
"USW00013968","2023-06-07",,"   17",,,,"    0","    0","    0","  251","  328","  178",,"  280","  280","   54","   72",,,,,
"USW00013968","2023-06-08",,"   14",,,,"    0","    0","    0","  267","  333","  194",,"  170","  210","   67","   94",,,"    1",,
"USW00013968","2023-06-09",,"   19",,,,"   69","    0","    0","  280","  344","  206",,"  130","  130","  116","  148","    1",,"    1",,
"USW00013968","2023-06-10",,"   28",,,,"   99","    0","    0","  233","  283","  189",,"  330","  330","  134","  179","    1",,"    1",,
"USW00013968","2023-06-11",,"   50",,,,"   41","    0","    0","  251","  300","  183",,"  310","  320","  103","  148","    1",,"    1",,
"USW00013968","2023-06-12",,"   20",,,,"    0","    0","    0","  203","  244","  161",,"  140","  120","   54","   89",,,,,
"USW00013968","2023-06-13",,"   12",,,,"    3","    0","    0","  226","  294","  178",,"   80","   80","   63","   89","    1",,,,
"USW00013968","2023-06-14",,"   18",,,,"  208","    0","    0","  242","  306","  172",,"   40","   40","   72","  107","    1",,"    1",,
"USW00013968","2023-06-15",,"   26",,,,"    0","    0","    0","  248","  317","  178",,"  270","  250","  161","  206",,,,,
"USW00013968","2023-06-16",,"   16",,,,"    0","    0","    0","  251","  317","  178",,"  280","  280","   76","   98",,,"    1",,
"USW00013968","2023-06-17",,"   39",,,,"  119","    0","    0","  260","  322","  189",,"  180","  360","   72","  103",,,"    1",,
"USW00013968","2023-06-18",,"   33",,,,"   43","    0","    0","  238","  294","  178",,"  320","  280","  116","  344","    1",,"    1",,
"USW00013968","2023-06-19",,"   22",,,,"    0","    0","    0","  263","  328","  189",,"  110","  120","   63","   81",,,,,
"USW00013968","2023-06-20",,"   33",,,,"    0","    0","    0","  275","  328","  228",,"  140","  110","   72","   98",,,,,
"USW00013968","2023-06-21",,"   34",,,,"   18","    0","    0","  267","  306","  228",,"  110","  110","  161","  201","    1",,"    1",,
"USW00013968","2023-06-22",,"   19",,,,"    0","    0","    0","  263","  328","  200",,"  100","  110","   45","   63","    1",,,,
"USW00013968","2023-06-23",,"   39",,,,"    0","    0","    0","  277","  322","  222",,"  130","  130","   76","  103",,,,,
"USW00013968","2023-06-24",,"   48",,,,"    0","    0","    0","  269","  350","  206",,"  190","  190","  103","  143",,,"    1",,
"USW00013968","2023-06-25",,"   32",,,,"    0","    0","    0","  309","  344","  228",,"  350","  350","   76","   94",,,,,
"USW00013968","2023-06-26",,"   21",,,,"    0","    0","    0","  266","  339","  183",,"   20","   40","   45","   98",,,,,
"USW00013968","2023-06-27",,"   40",,,,"    3","    0","    0","  252","  300","  206",,"   40","   30","  116","  188",,,"    1",,
"USW00013968","2023-06-28",,"   71",,,,"    0","    0","    0","  289","  372","  233",,"  310","  310","  143","  188",,,"    1",,
"USW00013968","2023-06-29",,"   49",,,,"    0","    0","    0","  326","  389","  272",,"  170","  190","   89","  116",,,,"    1",
"USW00013968","2023-06-30",,"   56",,,,"    0","    0","    0","  322","  367","  278",,"  180","  180","   94","  125",,,,,
"USW00013968","2023-07-01",,"   42",,,,"   18","    0","    0","  297","  328","  239",,"  170","  290","   81","  116","    1",,"    1","    1",
"USW00013968","2023-07-02",,"   23",,,,"    0","    0","    0","  274","  328","  200",,"  340","  340","   58","   81",,,,,
"USW00013968","2023-07-03",,"   29",,,,"   23","    0","    0","  269","  350","  211",,"  240","  220","  107","  170",,,"    1","    1",
"USW00013968","2023-07-04",,"   36",,,,"    0","    0","    0","  258","  344","  200",,"  170","  150","   72","  107",,,,,
"USW00013968","2023-07-05",,"   32",,,,"   36","    0","    0","  262","  278","  211",,"   20","   40","  157","  237","    1",,"    1",,
"USW00013968","2023-07-06",,"   18",,,,"  142","    0","    0","  237","  283","  217",,"   40","   80","   67","   89","    1",,"    1",,
"USW00013968","2023-07-07",,"   25",,,,"    3","    0","    0","  240","  272","  200",,"  350","  180","   98","  125",,,,,
"USW00013968","2023-07-08",,"   36",,,,"    8","    0","    0","  258","  317","  222",,"  350","  220","   72","   98",,,"    1",,
"USW00013968","2023-07-09",,"   31",,,,"   41","    0","    0","  248","  300","  194",,"  350","  140","   98","  130","    1",,"    1",,
"USW00013968","2023-07-10",,"   26",,,,"    0","    0","    0","  248","  322","  178",,"  170","  160","   58","   81",,,,,
"USW00013968","2023-07-11",,"   40",,,,"    0","    0","    0","  271","  311","  228",,"  190","  220","   89","  134",,,,,
"USW00013968","2023-07-12",,"   49",,,,"    0","    0","    0","  286","  361","  217",,"  170","  170","   89","  116",,,,,
"USW00013968","2023-07-13",,"   38",,,,"  295","    0","    0","  309","  356","  244",,"   40","  210","   94","  161","    1",,"    1",,
"USW00013968","2023-07-14",,"   47",,,,"  208","    0","    0","  286","  344","  211",,"  340","  350","  170","  250","    1",,"    1",,
"USW00013968","2023-07-15",,"   20",,,,"    0","    0","    0","  255","  322","  211",,"  340","   10","   54","   72",,,"    1",,
"USW00013968","2023-07-16",,"   31",,,,"    0","    0","    0","  281","  344","  217",,"  170","  160","   89","  116",,,,,
"USW00013968","2023-07-17",,"   38",,,,"    0","    0","    0","  277","  339","  222",,"   10","   20","  112","  165",,,"    1",,
"USW00013968","2023-07-18",,"   57",,,,"    0","    0","    0","  308","  389","  261",,"  170","  170","  103","  148",,,,,
"USW00013968","2023-07-19",,"   55",,,,"    0","    0","    0","  323","  367","  278",,"  240","  210","  103","  170",,,,,
"USW00013968","2023-07-20",,"   32",,,,"    0","    0","    0","  316","  350","  267",,"  170","  170","   81","  107",,,,,
"USW00013968","2023-07-21",,"   28",,,,"  251","    0","    0","  263","  283","  211",,"  280","  280","  143","  197","    1","    1","    1","    1",
"USW00013968","2023-07-22",,"   14",,,,"    0","    0","    0","  246","  311","  183",,"  170","  350","   40","   63",,,,,
"USW00013968","2023-07-23",,"   31",,,,"    0","    0","    0","  273","  339","  217",,"  250","  210","   58","   94",,,,,
"USW00013968","2023-07-24",,"   59",,,,"    0","    0","    0","  297","  350","  239",,"  180","  170","   94","  130",,,,,
"USW00013968","2023-07-25",,"   63",,,,"    0","    0","    0","  310","  383","  250",,"  170","  170","  107","  134",,,,,
"USW00013968","2023-07-26",,"   62",,,,"    0","    0","    0","  321","  378","  278",,"  190","  190","  103","  143",,,,,
"USW00013968","2023-07-27",,"   63",,,,"    0","    0","    0","  317","  372","  256",,"  180","  190","  107","  139",,,,,
"USW00013968","2023-07-28",,"   60",,,,"    0","    0","    0","  319","  372","  272",,"  180","  180","   98","  139",,,,,
"USW00013968","2023-07-29",,"   33",,,,"    0","    0","    0","  321","  378","  267",,"  180","  200","   63","   89",,,,,
"USW00013968","2023-07-30",,"   20",,,,"    0","    0","    0","  323","  383","  233",,"   90","  180","   63","   89",,,,,
"USW00013968","2023-07-31",,"   48",,,,"    0","    0","    0","  312","  372","  244",,"   70","   70","   94","  143",,,,,
"USW00013968","2023-08-01",,"   47",,,,"    0","    0","    0","  322","  394","  256",,"  170","  190","   94","  157",,,,,
"USW00013968","2023-08-02",,"   62",,,,"    0","    0","    0","  338","  406","  278",,"  190","  200","   94","  157",,,,,
"USW00013968","2023-08-03",,"   55",,,,"    0","    0","    0","  347","  406","  283",,"  230","  230","  103","  143",,,,,
"USW00013968","2023-08-04",,"   32",,,,"    0","    0","    0","  341","  394","  283",,"  160","  200","   72","  112",,,,,
"USW00013968","2023-08-05",,"   27",,,,"  226","    0","    0","  279","  328","  206",,"  330","  320","  143","  201","    1",,"    1","    1",
"USW00013968","2023-08-06",,"   39",,,,"  137","    0","    0","  246","  317","  206",,"  320","  330","  157","  224","    1",,"    1",,
"USW00013968","2023-08-07",,"   22",,,,"   30","    0","    0","  258","  317","  200",,"  330","  350","   58","   89",,,"    1",,
"USW00013968","2023-08-08",,"   40",,,,"   84","    0","    0","  256","  317","  206",,"  170","  180","  161","  228","    1",,"    1",,
"USW00013968","2023-08-09",,"   39",,,,"   25","    0","    0","  268","  322","  228",,"   10","  150","   76","  103","    1",,"    1",,
